id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
63506457.0,2015.0,01/11/2015,1012016.0,0.5,RENT,1.0,Low,20000.0,1.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,8.18,B,2.0,17.89,371.59,296.25,0.0,188.52,ulster
36540266.0,2014.0,01/12/2014,1012016.0,10.0,,2.0,Low,75000.0,1.0,14000.0, 60 months,2.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,10.49,B,2.0,22.8,3902.89,2445.74,0.0,300.85,ulster
38465589.0,2015.0,01/01/2015,1012016.0,7.0,RENT,1.0,Medium,160000.0,2.0,, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,7.49,,1.0,5.47,10289.44,8522.3,0.0,858.41,Northern-Irl
8138025.0,2013.0,01/10/2013,1052014.0,10.0,OWN,2.0,Low,50000.0,1.0,2700.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,,2.0,Good Loan,0.0,17.76,D,4.0,8.62,2926.694371,2700.0,0.0,97.29,Northern-Irl
5778687.0,2013.0,01/06/2013,1122015.0,0.5,,1.0,Low,21000.0,1.0,3600.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,,2.0,Good Loan,0.0,16.29,,3.0,9.43,3810.7,2871.49,0.0,127.09,Northern-Irl
38437370.0,2015.0,01/01/2015,1122015.0,10.0,,3.0,Low,65000.0,1.0,12000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,11.44,,2.0,19.8,13124.99,12000.0,0.0,395.37,cannught
16071475.0,2014.0,01/05/2014,1012016.0,0.5,,1.0,Low,40000.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,10.99,,2.0,24.58,11784.4,9268.04,0.0,589.22,leinster
64068667.0,2015.0,01/11/2015,1012016.0,8.0,MORTGAGE,3.0,Low,57000.0,1.0,9600.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,5.32,,1.0,,572.55,494.19,0.0,289.11,munster
44279548.0,2015.0,01/04/2015,1012016.0,10.0,,3.0,Low,80000.0,1.0,12000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,,1.0,Good Loan,0.0,7.89,,1.0,10.13,12663.33,12000.0,0.0,375.43,ulster
61533224.0,2015.0,01/10/2015,1012016.0,6.05,MORTGAGE,3.0,Low,72000.0,1.0,20000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,6.24,A,1.0,15.88,1817.99,1527.78,0.0,610.62,Northern-Irl
55401082.0,2015.0,01/07/2015,1012016.0,10.0,,3.0,Low,42000.0,1.0,10575.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,19.99,,5.0,18.54,1668.98,650.31,0.0,280.12,leinster
54283466.0,2015.0,01/07/2015,1012016.0,10.0,MORTGAGE,3.0,Low,97500.0,1.0,30000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,13.33,,3.0,29.81,6238.0,4209.49,0.0,1015.6,cannught
17844130.0,2014.0,01/06/2014,1102014.0,6.05,MORTGAGE,3.0,Low,25000.0,1.0,4000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Bad Loan,1.0,15.61,D,4.0,16.08,559.44,358.22,0.0,139.86,leinster
37257732.0,2014.0,01/12/2014,1012016.0,6.05,,3.0,Low,58000.0,1.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,,4.0,Low,1.0,Good Loan,0.0,11.44,B,2.0,16.8,2566.16,1934.58,0.0,197.69,munster
58603860.0,2015.0,01/08/2015,1012016.0,8.0,,1.0,Low,55000.0,1.0,, 60 months,2.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,18.25,E,5.0,22.61,2578.35,1055.95,0.0,638.25,ulster
1507847.0,2012.0,01/09/2012,1092015.0,8.0,MORTGAGE,3.0,Low,80000.0,1.0,15000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,11.14,,2.0,20.72,17714.58716,15000.0,0.0,492.08,munster
55837699.0,2015.0,01/08/2015,1012016.0,6.0,,3.0,Low,45000.0,1.0,7000.0, 36 months,1.0,INDIVIDUAL,,home_improvement,7.0,High,2.0,Good Loan,,17.57,,,17.4,1250.97,767.49,0.0,251.56,leinster
30175007.0,2014.0,01/10/2014,1012016.0,8.0,,1.0,Low,38000.0,1.0,7000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,11.67,,2.0,3.54,3466.46,2623.89,0.0,231.4,ulster
52416464.0,2015.0,01/06/2015,1012016.0,10.0,,2.0,Low,95000.0,1.0,25000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,7.89,,1.0,20.49,5453.13,4410.67,0.0,782.15,leinster
38525801.0,2015.0,01/01/2015,1112015.0,0.5,RENT,1.0,Low,42000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,11.99,B,2.0,27.66,10933.19,10000.0,0.0,332.1,cannught
56060045.0,2015.0,01/07/2015,1012016.0,10.0,,1.0,Low,45000.0,1.0,10000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,13.99,,3.0,15.23,1155.43,593.97,0.0,232.64,cannught
5967163.0,2013.0,01/07/2013,1042014.0,10.0,RENT,1.0,,35800.0,1.0,, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,,2.0,Good Loan,0.0,15.88,,3.0,14.61,13780.62332,12375.0,0.0,300.15,ulster
8136134.0,2013.0,,1102015.0,7.0,,3.0,Low,72000.0,1.0,7500.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,13.67,,2.0,25.15,8969.579997,7500.0,0.0,255.14,ulster
16412014.0,2014.0,01/05/2014,1102015.0,10.0,,1.0,Low,70000.0,1.0,2000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,12.99,,3.0,16.6,2297.38,2000.0,0.0,67.38,Northern-Irl
27512053.0,2014.0,01/10/2014,1012016.0,10.0,,3.0,Medium,104000.0,2.0,35000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,,2.0,Good Loan,0.0,17.57,,4.0,35.75,13209.15,6125.8,0.0,880.61,ulster
40472453.0,2015.0,01/02/2015,1012016.0,2.0,MORTGAGE,3.0,,50000.0,1.0,3500.0, 36 months,1.0,INDIVIDUAL,1.0,car,2.0,Low,1.0,Good Loan,0.0,6.68,A,1.0,21.66,1181.86,,0.0,107.56,ulster
51296404.0,2015.0,01/06/2015,1012016.0,7.0,,1.0,Low,45000.0,1.0,12000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,15.61,,4.0,14.64,2004.57,969.88,0.0,289.34,Northern-Irl
376420.0,2009.0,01/02/2009,1022012.0,10.0,MORTGAGE,3.0,Low,70000.0,1.0,25000.0, 36 months,1.0,INDIVIDUAL,1.0,,3.0,Low,1.0,Good Loan,0.0,12.84,,3.0,3.02,30256.07,25000.01,0.0,840.45,munster
5629561.0,,01/06/2013,1062015.0,10.0,OWN,2.0,Low,49457.0,1.0,20000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Bad Loan,1.0,16.29,,3.0,6.58,11762.02,6132.75,0.0,489.45,ulster
7062232.0,2013.0,01/10/2013,1062014.0,1.0,,3.0,Low,91000.0,1.0,7000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,10.99,,2.0,13.33,7468.942690000001,7000.0,0.0,229.14,ulster
59169705.0,2015.0,01/08/2015,1012016.0,10.0,MORTGAGE,3.0,Low,46000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,10.99,,2.0,8.43,1303.25,956.06,0.0,327.34,Northern-Irl
55071569.0,2015.0,01/07/2015,1012016.0,10.0,,2.0,Low,60000.0,1.0,15000.0, 36 months,1.0,INDIVIDUAL,1.0,,,Low,1.0,Good Loan,0.0,7.89,A,1.0,9.58,2765.41,2260.86,0.0,469.29,ulster
21571104.0,2014.0,01/07/2014,1012016.0,8.0,RENT,1.0,Low,30002.0,1.0,10775.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,20.99,,5.0,24.16,4954.48,2018.19,0.0,291.44,leinster
43500251.0,2015.0,01/03/2015,1012016.0,10.0,,3.0,Low,65000.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,11.53,B,2.0,17.26,5915.24,4395.52,0.0,593.83,Northern-Irl
3239589.0,2013.0,01/02/2013,1012016.0,10.0,RENT,1.0,Low,53000.0,1.0,16200.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,14.33,C,3.0,17.93,13290.55,8034.94,0.0,379.73,cannught
43359704.0,2015.0,01/03/2015,1012016.0,10.0,RENT,1.0,Medium,145000.0,2.0,12800.0, 60 months,2.0,INDIVIDUAL,1.0,major_purchase,8.0,Low,1.0,Good Loan,0.0,12.69,C,3.0,25.36,2584.93,1444.78,0.0,289.22,ulster
6515088.0,2013.0,01/08/2013,1012016.0,5.0,MORTGAGE,3.0,Low,46000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,13.68,,3.0,24.7,9866.67,7723.62,0.0,340.23,ulster
1063892.0,2011.0,01/12/2011,1122014.0,2.0,,3.0,Low,78000.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,,0.0,6.62,,1.0,6.35,19892.95164,18000.0,0.0,552.67,munster
62267199.0,2015.0,01/10/2015,1012016.0,4.0,,1.0,Medium,160000.0,2.0,24000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,9.17,,2.0,11.96,2270.85,1758.47,0.0,765.1,Northern-Irl
21180382.0,2014.0,01/07/2014,1122015.0,10.0,,3.0,Low,90000.0,1.0,23000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,,20.99,,5.0,16.45,14728.97,9096.51,0.0,866.41,Northern-Irl
40991872.0,2015.0,01/02/2015,1122015.0,10.0,,3.0,Medium,110000.0,2.0,35000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,18.25,,5.0,16.78,8899.91,3870.01,0.0,893.54,cannught
5608266.0,2013.0,01/06/2013,1012016.0,10.0,MORTGAGE,3.0,Low,20000.0,1.0,5375.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,,,4.0,28.62,6065.15,4440.71,0.0,195.65,leinster
68587485.0,2015.0,01/12/2015,1012016.0,10.0,MORTGAGE,3.0,Low,65000.0,1.0,21850.0,,2.0,INDIVIDUAL,1.0,,6.0,High,,Good Loan,0.0,17.27,,4.0,12.74,0.0,0.0,0.0,546.21,Northern-Irl
65514198.0,2015.0,01/12/2015,,9.0,,1.0,Low,90000.0,1.0,1600.0, 36 months,1.0,INDIVIDUAL,1.0,,8.0,,1.0,Good Loan,0.0,9.76,B,2.0,2.17,51.44,38.43,0.0,51.45,ulster
10676210.0,2014.0,01/01/2014,1102015.0,10.0,,3.0,Medium,103000.0,2.0,12000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Bad Loan,1.0,9.67,B,2.0,16.99,8091.74,6575.52,0.0,385.35,leinster
27652274.0,2014.0,01/09/2014,1122015.0,2.0,,3.0,Low,35000.0,1.0,2800.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,13.35,,3.0,24.49,1422.3,1033.13,0.0,94.82,Northern-Irl
44895606.0,2015.0,01/04/2015,1012016.0,2.0,,3.0,Low,50000.0,1.0,11200.0, 36 months,1.0,INDIVIDUAL,1.0,,7.0,Low,1.0,Good Loan,0.0,8.18,,2.0,1.51,3162.01,2548.69,0.0,351.9,leinster
55432034.0,2015.0,01/07/2015,1012016.0,10.0,MORTGAGE,3.0,Low,59796.0,1.0,20075.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,23.99,F,6.0,23.02,3437.7,1110.69,0.0,577.41,cannught
56000708.0,2015.0,01/07/2015,1122015.0,10.0,,3.0,Medium,106000.0,2.0,20000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,11.53,,2.0,8.67,2187.99,1264.02,0.0,440.16,ulster
19406332.0,2014.0,01/07/2014,,10.0,MORTGAGE,3.0,Low,57000.0,1.0,7000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,12.99,,3.0,24.88,7222.108459,7000.0,0.0,235.83,leinster
3154995.0,2013.0,01/02/2013,1012016.0,4.0,,3.0,Low,84000.0,1.0,24000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,,1.0,Good Loan,0.0,7.62,A,1.0,27.59,26166.92,23249.81,0.0,747.88,cannught
10934873.0,2014.0,01/01/2014,1112014.0,2.0,MORTGAGE,3.0,Low,40000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,16.99,,4.0,27.18,11161.03,10000.0,0.0,356.48,munster
568531.0,2010.0,01/08/2010,1092013.0,2.0,,1.0,Low,66000.0,1.0,7000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,,11.49,B,2.0,,8304.96,7000.0,0.0,230.8,Northern-Irl
62325155.0,2015.0,01/10/2015,,3.0,MORTGAGE,3.0,Low,80000.0,1.0,6200.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,8.18,B,2.0,19.36,581.61,460.77,0.0,194.81,
5715967.0,2013.0,01/06/2013,1012016.0,1.0,RENT,1.0,Low,40000.0,1.0,10575.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,17.77,,4.0,18.81,11813.7,8751.39,,381.1,Northern-Irl
4797128.0,2013.0,01/05/2013,1012016.0,6.0,MORTGAGE,3.0,Low,40000.0,1.0,15000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,15.31,C,3.0,25.8,11486.08,6579.65,0.0,359.3,leinster
1695082.0,2012.0,01/11/2012,1032014.0,4.0,,3.0,Medium,152000.0,2.0,16000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,21.0,,5.0,23.65,19739.3185,16000.0,0.0,602.81,munster
7647125.0,2013.0,01/10/2013,1122014.0,10.0,,3.0,Medium,119000.0,2.0,20000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Bad Loan,1.0,12.99,,2.0,14.64,8892.47,4767.84,2148.19,673.79,ulster
61479768.0,2015.0,01/11/2015,1012016.0,0.5,MORTGAGE,3.0,High,230000.0,3.0,12600.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,,2.0,Good Loan,0.0,13.99,,3.0,8.86,576.45,294.15,0.0,293.12,ulster
56400507.0,2015.0,01/08/2015,1012016.0,6.05,,3.0,Low,28320.0,1.0,8700.0, 36 months,1.0,INDIVIDUAL,1.0,,,High,2.0,Good Loan,0.0,16.99,D,4.0,19.09,1542.49,961.66,0.0,310.14,cannught
7945177.0,2013.0,01/10/2013,1052014.0,10.0,RENT,1.0,Low,52000.0,1.0,22750.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,,2.0,Bad Loan,1.0,23.1,E,5.0,33.14,10171.08,1518.31,5672.97,642.65,cannught
58932156.0,2015.0,01/09/2015,1012016.0,10.0,MORTGAGE,3.0,Medium,125000.0,2.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,major_purchase,8.0,High,2.0,Good Loan,0.0,14.65,,3.0,26.54,823.0,544.75,0.0,206.97,Northern-Irl
10092993.0,2014.0,01/01/2014,1122015.0,5.0,,3.0,Low,55000.0,1.0,10000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,14.98,,3.0,16.3,5469.4,2988.23,0.0,237.8,munster
66410790.0,2015.0,01/12/2015,1012016.0,10.0,,3.0,Low,96000.0,1.0,17000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,,,4.0,23.57,413.53,177.38,0.0,430.4,leinster
29094129.0,2014.0,01/10/2014,1012016.0,7.0,,1.0,Medium,110000.0,2.0,20000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,,E,5.0,17.6,7981.65,3303.62,0.0,532.11,leinster
60516797.0,2015.0,01/09/2015,1012016.0,7.0,MORTGAGE,3.0,Low,45000.0,1.0,12000.0, 60 months,2.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,0.0,13.99,C,3.0,30.67,1097.99,566.86,0.0,279.16,cannught
56137731.0,2015.0,01/08/2015,1012016.0,10.0,,1.0,Low,66000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,9.17,,2.0,10.38,1588.86,1230.53,0.0,318.79,Northern-Irl
60256012.0,2015.0,01/09/2015,1012016.0,9.0,MORTGAGE,3.0,Low,60000.0,1.0,20150.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,17.57,D,4.0,18.51,2857.22,1754.51,0.0,724.14,ulster
60783851.0,2015.0,01/10/2015,1012016.0,10.0,,1.0,Low,32000.0,1.0,5000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,6.24,A,1.0,20.71,456.25,381.96,0.0,152.66,cannught
1587162.0,2012.0,01/10/2012,1102014.0,3.0,RENT,1.0,Low,86000.0,1.0,12000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,19.05,,4.0,13.86,15337.15806,12000.0,0.0,440.18,ulster
3808334.0,2013.0,01/03/2013,1012015.0,2.0,MORTGAGE,3.0,Medium,103000.0,2.0,30000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,,C,3.0,27.24,36136.88862,30000.0,0.0,1044.52,Northern-Irl
56080949.0,2015.0,01/07/2015,1012016.0,7.0,MORTGAGE,3.0,Medium,109000.0,2.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,6.89,A,1.0,24.33,1533.69,1268.75,0.0,308.27,cannught
44065390.0,2015.0,01/03/2015,1122015.0,4.0,,1.0,Low,30000.0,1.0,10000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,14.65,C,3.0,21.56,2116.49,1077.43,0.0,236.07,leinster
66015992.0,2015.0,01/12/2015,1012016.0,10.0,,3.0,Low,55000.0,1.0,18000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,20.99,,5.0,16.08,423.89,172.01,,486.86,cannught
22271839.0,2014.0,01/07/2014,1122015.0,0.5,,1.0,Low,50000.0,1.0,18000.0, 60 months,2.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,,14.99,,3.0,24.96,7278.21,3823.65,0.0,428.13,cannught
42363164.0,2015.0,01/03/2015,1012016.0,3.0,,1.0,Low,35000.0,1.0,1500.0, 36 months,1.0,INDIVIDUAL,1.0,other,4.0,High,2.0,Good Loan,0.0,15.61,,4.0,25.48,523.2,349.34,0.0,52.45,leinster
31277569.0,2014.0,01/10/2014,1122015.0,2.0,,1.0,Low,35000.0,1.0,1500.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,7.12,,1.0,9.71,649.01,545.74,0.0,46.4,leinster
30315437.0,2014.0,01/10/2014,1012016.0,7.0,RENT,1.0,Low,100000.0,1.0,11600.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,12.99,C,3.0,15.65,5853.63,4294.53,0.0,390.8,Northern-Irl
11397722.0,2014.0,01/02/2014,1082015.0,10.0,MORTGAGE,3.0,Low,27000.0,1.0,8000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Bad Loan,1.0,11.99,B,2.0,29.16,4516.56,3375.25,0.0,265.68,cannught
60547948.0,2015.0,01/09/2015,1122015.0,6.05,,1.0,Low,31000.0,1.0,6700.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,17.86,,4.0,16.84,718.63,432.5,0.0,241.76,Northern-Irl
5125036.0,2013.0,01/05/2013,1012016.0,4.0,MORTGAGE,3.0,Low,95000.0,1.0,28000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,,2.0,Good Loan,0.0,19.72,,4.0,16.94,23609.6,11588.94,0.0,737.48,ulster
441550.0,2009.0,01/09/2009,1102012.0,0.5,,3.0,Medium,107000.0,2.0,7000.0, 36 months,1.0,INDIVIDUAL,1.0,other,4.0,Low,1.0,Good Loan,0.0,12.87,,3.0,18.09,8474.64,7000.0,0.0,235.44,leinster
4284995.0,2013.0,01/04/2013,1122015.0,10.0,,1.0,Low,50000.0,1.0,16000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,13.11,B,2.0,19.58,11678.72,7237.62,0.0,364.96,Northern-Irl
8626466.0,2013.0,01/11/2013,1102015.0,1.0,,1.0,Low,60000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,12.99,,2.0,6.44,11865.75,10000.0,0.0,336.9,ulster
2636008.0,2013.0,01/01/2013,1042013.0,10.0,RENT,1.0,Low,46000.0,1.0,8275.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Bad Loan,1.0,17.27,C,3.0,12.89,885.45,537.03,0.0,296.14,leinster
51007205.0,2015.0,01/06/2015,1012016.0,4.0,,1.0,Low,61200.0,1.0,3000.0, 36 months,1.0,INDIVIDUAL,1.0,other,4.0,High,2.0,Good Loan,0.0,13.99,,3.0,11.49,712.98,489.68,0.0,102.52,leinster
1427320.0,2012.0,01/08/2012,1082015.0,10.0,,3.0,Medium,104000.0,2.0,7750.0, 36 months,1.0,INDIVIDUAL,1.0,,8.0,High,2.0,Good Loan,0.0,14.33,C,3.0,6.99,9574.268809,7750.0,0.0,266.13,Northern-Irl
8668251.0,2013.0,01/11/2013,1062015.0,10.0,MORTGAGE,3.0,Medium,131000.0,2.0,, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,6.62,A,,22.2,10813.02,10000.0,0.0,307.04,leinster
65251264.0,2015.0,01/11/2015,1122015.0,0.5,MORTGAGE,3.0,Low,63000.0,1.0,12000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,13.18,,3.0,28.29,265.36,142.35,0.0,274.15,cannught
10080935.0,2014.0,01/01/2014,1122015.0,8.0,,1.0,Low,82000.0,1.0,7200.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,10.99,,2.0,14.01,5420.36,4323.61,0.0,,Northern-Irl
45314620.0,2015.0,01/04/2015,1012016.0,10.0,,1.0,Low,55000.0,1.0,13000.0, 60 months,2.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,14.65,C,3.0,16.34,2761.76,1400.64,0.0,306.89,Northern-Irl
550787.0,2010.0,01/07/2010,1082013.0,,,3.0,Low,41000.0,1.0,6250.0, 36 months,1.0,INDIVIDUAL,1.0,,5.0,High,,Good Loan,0.0,15.95,,4.0,12.44,7898.8,6250.0,0.0,219.58,Northern-Irl
67417857.0,2015.0,01/12/2015,1012016.0,10.0,,3.0,Low,90000.0,1.0,10000.0, 60 months,2.0,INDIVIDUAL,1.0,,7.0,High,2.0,Good Loan,0.0,,,3.0,12.28,215.79,117.06,0.0,230.98,leinster
39270569.0,2015.0,01/01/2015,1122015.0,10.0,,3.0,Low,36650.0,1.0,11000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,24.5,F,6.0,18.74,3566.81,1159.3,0.0,319.65,leinster
11724782.0,2014.0,01/02/2014,1012016.0,6.05,RENT,1.0,Low,25000.0,1.0,5000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,22.9,E,5.0,12.34,3235.41,1291.5,0.0,140.67,Northern-Irl
5334950.0,2013.0,01/05/2013,1082014.0,10.0,,1.0,Low,31000.0,1.0,8450.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Bad Loan,1.0,15.31,C,3.0,19.39,4917.49,2837.06,,294.21,Northern-Irl
37117621.0,2015.0,01/01/2015,1012016.0,8.0,RENT,1.0,Medium,172500.0,2.0,28000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,6.03,A,1.0,26.07,10207.64,8777.97,0.0,852.2,munster
5165196.0,2013.0,01/05/2013,1102015.0,2.0,MORTGAGE,3.0,Low,48000.0,1.0,8650.0, 60 months,2.0,INDIVIDUAL,1.0,home_improvement,7.0,Low,1.0,Bad Loan,1.0,13.11,,2.0,33.35,5859.99,3626.93,0.0,197.31,munster
1225291.0,2012.0,01/04/2012,1022013.0,2.0,RENT,1.0,Low,54000.0,1.0,8000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,9.76,B,2.0,12.22,8457.3,8000.0,0.0,257.24,ulster
1420861.0,2012.0,01/08/2012,1082015.0,4.0,,1.0,Low,62200.0,1.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,,1.0,Good Loan,0.0,6.62,A,1.0,8.81,6629.691281,6000.0,0.0,184.23,ulster
42904301.0,2015.0,01/03/2015,1072015.0,10.0,,1.0,Low,70000.0,1.0,20000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Bad Loan,1.0,12.69,C,3.0,10.01,2669.5,1866.95,0.0,670.9,cannught
46663606.0,2015.0,01/05/2015,1012016.0,10.0,,3.0,Low,74000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,6.92,,1.0,3.96,2463.44,2046.9,0.0,308.41,Northern-Irl
65625152.0,2015.0,,1122015.0,10.0,RENT,1.0,Medium,106000.0,2.0,28000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,5.32,A,1.0,22.73,826.67,719.09,0.0,843.22,cannught
